year,outage_date,outage_time,state(s) affected,state(s) affected_abbr,region,utility_region,listed cause,weather-related?,weather_type,weather_details (where available)
2011,7/23/11,2:30 AM,Illinois,IL,Ohio Valley,RFC,Severe Weather,yes,severe weather,
2011,7/28/11,12:14 AM,Indiana,IN,Ohio Valley,RFC,Severe Weather,yes,severe weather,
2011,7/29/11,8:45 PM,New Jersey,NJ,Northeast,RFC,Severe Weather,yes,severe weather,
2011,8/2/11,9:30 PM,Illinois,IL,Ohio Valley,RFC,Severe Weather,yes,severe weather,
2011,8/8/11,7:36 PM,Oklahoma,OK,South,SPP,Electrical System Separation (Islanding),not attributed to weather ,,
2011,8/8/11,7:36 PM,Oklahoma,OK,South,SPP,Electrical System Separation (Islanding),yes,severe weather,
2011,8/8/11,8:58 PM,Oklahoma,OK,South,SPP,Severe Weather,yes,severe weather,
2011,8/13/11,4:41 PM,Kentucky,KY,Ohio Valley,SERC,Severe Weather,yes,severe weather,
2011,8/20/11,5:42 PM,Michigan,MI,Upper Midwest,RFC,Severe Weather,yes,severe weather,
2011,8/24/11,7:45 AM,Texas,TX,South,TRE,Severe Weather,yes,tropical cyclones (including hurricanes),
2011,8/24/11,2:51 PM,"Arkansas, Louisiana, Texas","AR, LA, TX",South,SPP,Severe Weather,yes,tropical cyclones (including hurricanes),
2011,8/25/11,12:30 AM,Ohio,OH,Ohio Valley,RFC,Severe Weather,yes,tropical cyclones (including hurricanes),
2011,8/26/11,12:30 AM,Pennsylvania,PA,Northeast,RFC,Severe Weather,yes,tropical cyclones (including hurricanes),
2011,8/27/11,2:00 AM,North Carolina,NC,Southeast,SERC,Distribution System Interruption,not attributed to weather ,,
2011,8/27/11,2:57 AM,North Carolina,NC,Southeast,SERC,Severe Weather,yes,tropical cyclones (including hurricanes),
2011,8/27/11,10:33 AM,"North Carolina, Virginia","NC, VA",Southeast,SERC,Severe Weather,yes,tropical cyclones (including hurricanes),
2011,8/27/11,1:00 PM,"Delaware, Maryland","DE, MD",Northeast,RFC,Severe Weather,yes,severe weather,
2011,8/27/11,7:00 PM,North Carolina,NC,Southeast,SERC,Severe Weather,yes,tropical cyclones (including hurricanes),
2011,8/27/11,8:30 PM,Maryland,MD,Northeast,RFC,Severe Weather,yes,tropical cyclones (including hurricanes),
2011,8/27/11,10:00 PM,New Jersey,NJ,Northeast,RFC,Severe Weather,yes,tropical cyclones (including hurricanes),
2011,8/27/11,10:00 PM,Pennsylvania,PA,Northeast,RFC,Severe Weather,yes,severe weather,
2011,8/27/11,11:00 PM,Maryland,MD,Northeast,RFC,Severe Weather,yes,tropical cyclones (including hurricanes),
2011,8/27/11,11:05 PM,"DC, Maryland","DC, MD",Northeast,RFC,Severe Weather,yes,tropical cyclones (including hurricanes),
2011,8/28/11,12:01 AM,New York,NY,Northeast,NPCC,Severe Weather,yes,tropical cyclones (including hurricanes),Hurricane Irene
2011,8/28/11,12:23 AM,New Jersey,NJ,Northeast,RFC,Severe Weather,yes,tropical cyclones (including hurricanes),Hurricane Irene
2011,8/28/11,12:30 AM,New Jersey,NJ,Northeast,RFC,Severe Weather,yes,tropical cyclones (including hurricanes),Hurricane Irene
2011,8/28/11,2:58 AM,Pennsylvania,PA,Northeast,RFC,Severe Weather,yes,tropical cyclones (including hurricanes),Hurricane Irene
2011,8/28/11,5:00 AM,New York,NY,Northeast,NPCC,Severe Weather,yes,tropical cyclones (including hurricanes),Hurricane Irene
2011,8/28/11,5:01 AM,New York,NY,Northeast,NPCC,Severe Weather,yes,tropical cyclones (including hurricanes),Hurricane Irene
2011,8/28/11,7:00 AM,New York,NY,Northeast,NPCC,Severe Weather,yes,tropical cyclones (including hurricanes),Hurricane Irene
2011,8/28/11,7:40 AM,Connecticut,CT,Northeast,NPCC,Severe Weather,yes,tropical cyclones (including hurricanes),Hurricane Irene
2011,8/28/11,9:42 AM,New York,NY,Northeast,NPCC,Severe Weather,yes,tropical cyclones (including hurricanes),Hurricane Irene
2011,8/28/11,12:10 PM,Massachusetts,MA,Northeast,NPCC,Severe Weather,yes,tropical cyclones (including hurricanes),Hurricane Irene
2011,8/28/11,12:30 PM,New York,NY,Northeast,NPCC,Severe Weather,yes,tropical cyclones (including hurricanes),Hurricane Irene
2011,9/3/11,2:00 PM,Michigan,MI,Upper Midwest,RFC,Severe Weather,yes,severe weather,
2011,9/5/11,4:30 PM,"Alabama, Georgia","AL, GA",Southeast,SERC,Severe Weather,yes,severe weather,
2011,9/8/11,3:28 PM,"Arizona, California","AZ, CA","SouthWest, West",WECC,Transmission/Distribution Interruption; Load Shed; Generation inadequacy,not attributed to weather ,,
2011,9/21/11,2:37 PM,Puerto Rico,Puerto Rico,Puerto Rico,,Generation inadequacy; Load Shed,not attributed to weather ,,
2011,9/29/11,5:00 AM,Texas,TX,South,TRE,Severe Weather,yes,severe weather,
2011,10/26/11,5:00 AM,Colorado,CO,SouthWest,WECC,Severe Weather,yes,winter weather,
2011,10/29/11,8:59 AM,Pennsylvania,PA,Northeast,RFC,Severe Weather,yes,winter weather,
2011,10/29/11,8:59 AM,Pennsylvania,PA,Northeast,RFC,Severe Weather,yes,winter weather,
2011,10/29/11,9:59 AM,New Jersey,NJ,Northeast,RFC,Severe Weather,yes,severe weather,
2011,10/29/11,11:18 AM,New York,NY,Northeast,NPCC,Severe Weather,yes,winter weather,
2011,10/29/11,12:57 PM,Pennsylvania,PA,Northeast,RFC,Severe Weather,yes,winter weather,
2011,10/29/11,2:00 PM,Pennsylvania,PA,Northeast,RFC,Severe Weather,yes,winter weather,
2011,10/29/11,2:30 PM,New Jersey,NJ,Northeast,RFC,Severe Weather,yes,winter weather,
2011,10/29/11,3:00 PM,New York,NY,Northeast,NPCC,Severe Weather,yes,winter weather,
2011,10/29/11,4:14 PM,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island","CT, ME, MA, NH, RI",Northeast,NPCC,Severe Weather,yes,winter weather,
2011,10/29/11,4:16 PM,New York,NY,Northeast,NPCC,Severe Weather,yes,winter weather,
2011,10/29/11,8:00 PM,"New Jersey, New York","NJ, NY",Northeast,"NPCC, RFC",Severe Weather,yes,winter weather,
2011,11/30/11,4:56 PM,California,CA,West,WECC,Severe Weather,yes,severe weather,
2011,12/1/11,12:45 AM,California,CA,West,WECC,Severe Weather,yes,severe weather,
2011,12/1/11,3:29 AM,California,CA,West,WECC,Severe Weather,yes,severe weather,
2011,12/1/11,10:00 AM,Utah,UT,SouthWest,WECC,Severe Weather,yes,severe weather,
2011,12/6/11,8:00 AM,North Dakota,ND,Northern Rockies and Plains,MRO,Public Appeal to Reduce Electricity Usage,not attributed to weather ,,
2011,12/7/11,7:29 PM,Virginia,VA,Southeast,SERC,Severe Weather,yes,severe weather,
2012,1/9/12,1:36 PM,Louisiana,LA,South,SERC,Load Shed,not attributed to weather ,,
2012,1/19/12,7:00 AM,Washington,WA,Northwest,WECC,Severe Weather - Winter Storm,yes,winter weather,
2012,2/19/12,5:00 PM,"Kentucky, Virginia, West Virginia","KY, VA, WV","Ohio Valley, Southeast",SERC,Severe Weather - Winter Storm,yes,winter weather,
2012,2/28/12,2:59 AM,California,CA,West,WECC,Electrical System Separation (Islanding),not attributed to weather ,,
2012,3/2/12,12:37 PM,"Alabama, Tennessee","AL, TN","ohio vallley, Southeast",SERC,Severe Weather - Torn/adoes,yes,severe weather,
2012,3/2/12,9:00 PM,Michigan,MI,Upper Midwest,RFC,Severe Weather - Winter Storm,yes,winter weather,
2012,3/2/12,9:00 PM,Michigan,MI,Upper Midwest,RFC,Severe Weather - Winter Storm,yes,winter weather,
2012,3/20/12,8:00 AM,Texas,TX,South,TRE,Severe Weather - Thunderstorms,yes,severe weather,
2012,4/16/12,3:46 PM,Michigan,MI,Upper Midwest,RFC,Severe Weather - High Winds,yes,severe weather,
2012,4/20/12,2:27 PM,Texas,TX,South,TRE,Severe Weather - Thunderstorms,yes,severe weather,
2012,5/29/12,8:35 PM,Oklahoma,OK,South,SPP,Severe Weather - Thunderstorms,yes,severe weather,
2012,6/8/12,5:20 PM,Colorado,CO,SouthWest,WECC,Load Shed,yes,severe weather,
2012,6/11/12,7:50 PM,"Alabama, Georgia","AL, GA",Southeast,SERC,Severe Weather - Thunderstorms,yes,severe weather,
2012,6/12/12,3:57 PM,Texas,TX,South,TRE,Severe Weather - Thunderstorms,yes,severe weather,
2012,6/19/12,4:30 AM,Minnesota,MN,Upper Midwest,MRO,Severe Weather - Thunderstorms,yes,severe weather,
2012,6/23/12,6:57 PM,Massachusetts,MA,Northeast,NPCC,Load Shed,yes,severe weather,
2012,6/25/12,4:04 PM,Virginia,VA,Southeast,SERC,Severe Weather - Wind & Rain,yes,severe weather,
2012,6/29/12,2:10 PM,Ohio,OH,Ohio Valley,RFC,Severe Weather - Thunderstorms,yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20120629
2012,6/29/12,4:00 PM,"Indiana, Michigan, Ohio, West Virginia","IN, MI, OH, WV","Ohio Valley, Upper Midwest",RFC,Severe Weather - Thunderstorms,yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20120629
2012,6/29/12,5:15 PM,"Indiana, Kentucky, Ohio","IN, KY, OH",Ohio Valley,RFC,Severe Weather - Thunderstorms,yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20120629
2012,6/29/12,7:00 PM,"Maryland, West Virginia","MD, WV","Northeast, Southeast",RFC,Severe Weather - Thunderstorms,yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20120629
2012,6/29/12,10:29 PM,Virginia,VA,Southeast,SERC,Severe Weather - Thunderstorms,yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20120629
2012,6/29/12,11:30 PM,Illinois,IL,Ohio Valley,RFC,Severe Weather - Thunderstorms,yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20120629
2012,6/29/12,12:10 PM,Puerto Rico,Puerto Rico,Puerto Rico,,Equipment Trip & Failure,not attributed to weather ,,
2012,6/29/12,4:00 PM,Arkansas,AR,South,SERC,Public Appeal to Reduce Electricity Usage,not attributed to weather ,,
2012,6/29/12,6:24 PM,West Virginia,WV,Ohio Valley,RFC,Severe Weather - Thunderstorms,yes,severe weather,
2012,6/29/12,10:15 PM,"DC, Maryland","DC, MD",Northeast,RFC,Severe Weather - Thunderstorms,yes,severe weather,
2012,6/29/12,10:43 PM,Maryland,MD,Northeast,RFC,Severe Weather - Thunderstorms,yes,severe weather,
2012,6/30/12,1:00 AM,"Delaware, Maryland","DE, MD",Northeast,RFC,Severe Weather - Thunderstorms,yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20120630
2012,6/30/12,1:15 AM,New Jersey,NJ,Northeast,RFC,Severe Weather - Thunderstorms,yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20120630
2012,6/30/12,10:30 PM,Maryland,MD,Northeast,RFC,Severe Weather - Thunderstorms,yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20120630
2012,7/1/12,1:00 PM,Illinois,IL,Ohio Valley,RFC,Severe Weather - Thunderstorms,yes,severe weather,
2012,7/1/12,4:47 PM,North Carolina,NC,Southeast,SERC,Operation/al Failure; Storm Damage,yes,severe weather,
2012,7/1/12,5:45 PM,North Carolina,NC,Southeast,SERC,Severe Weather,yes,severe weather,
2012,7/5/12,12:00 AM,Michigan,MI,Upper Midwest,RFC,Severe Weather - Thunderstorms,yes,severe weather,
2012,7/5/12,7:00 PM,Tennessee,TN,Ohio Valley,SERC,Severe Weather - Wind & Storms,yes,severe weather,
2012,7/7/12,6:06 AM,Pennsylvania,PA,Northeast,RFC,Severe Weather - Thunderstorms,yes,severe weather,
2012,7/7/12,6:00 PM,New Jersey,NJ,Northeast,RFC,Severe Weather - Thunderstorms,yes,severe weather,
2012,7/18/12,2:16 PM,"Indiana, Kentucky, Ohio","IN, KY, OH",Ohio Valley,RFC,Severe Weather - Thunderstorms,yes,severe weather,
2012,7/18/12,4:20 PM,Ohio,OH,Ohio Valley,RFC,Severe Weather - Thunderstorms,yes,severe weather,
2012,7/18/12,11:00 PM,Illinois,IL,Ohio Valley,RFC,Severe Weather - Thunderstorms,yes,severe weather,
2012,7/21/12,2:19 AM,Texas,TX,South,SPP,Severe Weather; Equipment Failure,yes,severe weather,
2012,7/24/12,7:01 AM,Indiana,IN,Ohio Valley,RFC,Severe Weather - Thunderstorms,yes,severe weather,
2012,7/24/12,7:30 AM,Illinois,IL,Ohio Valley,RFC,Severe Weather - Thunderstorms,yes,severe weather,
2012,7/26/12,6:14 PM,Pennsylvania,PA,Northeast,RFC,Severe Weather - Thunderstorms,yes,severe weather,
2012,7/26/12,6:21 PM,Pennsylvania,PA,Northeast,RFC,Severe Weather - Thunderstorms,yes,severe weather,
2012,7/26/12,6:30 PM,Ohio,OH,Ohio Valley,RFC,Severe Weather - Thunderstorms,yes,severe weather,
2012,7/27/12,5:19 PM,Indiana,IN,Ohio Valley,RFC,Severe Weather - Thunderstorms,yes,severe weather,
2012,8/4/12,3:55 AM,California,CA,West,WECC,Electrical System Separation (Islanding),not attributed to weather ,,
2012,8/4/12,4:00 AM,Indiana,IN,Ohio Valley,RFC,Severe Weather - Thunderstorms,yes,severe weather,
2012,8/4/12,5:30 PM,Illinois,IL,Ohio Valley,RFC,Severe Weather - Thunderstorms,yes,severe weather,
2012,8/13/12,3:52 PM,CFE (Mexico & U.S.),,,WECC,Severe Weather - Dust Storm; Load Shed Event,yes,severe weather,
2012,8/26/12,10:04 PM,Florida,FL,Southeast,FRCC,Severe Weather - TS Isaac,yes,tropical cyclones (including hurricanes),tropical Storm Isaac
2012,8/28/12,6:00 AM,"Arkansas, Louisiana, Mississippi","AR, LA, MS",South,SERC,Severe Weather - Hurricane Isaac,yes,tropical cyclones (including hurricanes),Hurricane Isaac
2012,8/29/12,6:53 AM,Louisiana,LA,South,SERC,Severe Weather - Hurricane Isaac,yes,tropical cyclones (including hurricanes),Hurricane Isaac
2012,8/29/12,9:00 AM,Louisiana,LA,South,SERC,Severe Weather - Hurricane Isaac,yes,tropical cyclones (including hurricanes),Hurricane Isaac
2012,8/29/12,9:48 AM,Louisiana,LA,South,SPP,Severe Weather - Hurricane Isaac,yes,tropical cyclones (including hurricanes),Hurricane Isaac
2012,9/7/12,9:30 PM,Arkansas,AR,South,SERC,Severe Weather - Thunderstorms,yes,severe weather,
2012,9/8/12,3:40 PM,"DC, Maryland","DC, MD",Northeast,RFC,Severe Weather - Thunderstorms,yes,severe weather,
2012,9/8/12,3:53 PM,Virginia,VA,Southeast,SERC,Severe Weather - Thunderstorms,yes,severe weather,
2012,9/26/12,9:16 PM,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Voltage Reduction,not attributed to weather ,,
2012,10/14/12,10:36 AM,California,CA,West,WECC,Electrical System Separation (Islanding),not attributed to weather ,,
2012,10/23/12,9:10 AM,Indiana,IN,Ohio Valley,RFC,Transmission System Interruption,not attributed to weather ,,
2012,10/29/12,12:00 AM,West Virginia,"KY, OH, WV",Ohio Valley,RFC,Severe Weather - Hurricane Sandy,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,10/29/12,8:00 AM,New Jersey,NJ,Northeast,RFC,Severe Weather - Hurricane Sandy,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,10/29/12,9:00 AM,"Delaware, Maryland","DE, MD",Northeast,RFC,Severe Weather - Hurricane Sandy,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,10/29/12,12:00 PM,New Jersey,NJ,Northeast,RFC,Severe Weather - Hurricane Sandy,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,10/29/12,1:00 PM,New York,NY,Northeast,NPCC,Severe Weather - Hurricane Sandy,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,10/29/12,2:40 PM,Massachusetts,MA,Northeast,NPCC,Severe Weather - Hurricane Sandy,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,10/29/12,2:45 PM,Massachusetts,MA,Northeast,NPCC,Severe Weather - Hurricane Sandy,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,10/29/12,3:15 PM,"Connecticut, Massachusetts","CT, MA",Northeast,NPCC,Severe Weather - Hurricane Sandy,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,10/29/12,4:00 PM,"Maryland, West Virginia","MD, WV","Northeast, Southeast",RFC,Severe Weather - Hurricane Sandy,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,10/29/12,4:00 PM,Ohio,OH,Ohio Valley,RFC,Severe Weather - Hurricane Sandy,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,10/29/12,4:00 PM,Pennsylvania,PA,Northeast,RFC,Severe Weather - Hurricane Sandy,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,10/29/12,4:01 PM,New York,NY,Northeast,NPCC,Severe Weather - Hurricane Sandy,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,10/29/12,4:03 PM,New Jersey,NJ,Northeast,NPCC,Severe Weather - Hurricane Sandy,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,10/29/12,4:45 PM,New Hampshire,"NH, VT",Northeast,NPCC,Severe Weather - Hurricane Sandy,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,10/29/12,5:13 PM,Maryland,MD,Northeast,RFC,Severe Weather - Hurricane Sandy,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,10/29/12,5:30 PM,Pennsylvania,PA,Northeast,RFC,Severe Weather - Hurricane Sandy,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,10/29/12,6:11 PM,Pennsylvania,PA,Northeast,RFC,Severe Weather - Hurricane Sandy,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,10/29/12,6:12 PM,Virginia,VA,Southeast,RFC,Severe Weather - Hurricane Sandy,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,10/29/12,6:46 PM,"New Jersey, New York","NJ, NY",Northeast,"NPCC, RFC",Severe Weather - Hurricane Sandy,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,10/29/12,6:48 PM,New York,NY,Northeast,NPCC,Severe Weather - Hurricane Sandy,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,10/29/12,7:00 PM,"Indiana, Kentucky, Michigan, Ohio","IN, KY, MI, OH","Ohio Valley, Upper Midwest","RFC, SERC",Severe Weather - Nor'easter,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,10/29/12,7:15 PM,Maine,ME,Northeast,NPCC,Severe Weather - Hurricane Sandy,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,10/30/12,2:00 AM,Michigan,MI,Upper Midwest,RFC,Severe Weather - Nor'easter,yes,tropical cyclones (including hurricanes),Hurricane Sandy
2012,12/2/12,5:20 AM,California,CA,West,WECC,Severe Weather - Winter Storm,yes,winter weather,
2012,12/25/12,12:45 AM,"Arkansas, Louisiana, Mississippi, Texas","AR, LA, MS, TX",South,SPP,Severe Weather - Winter Storm,yes,winter weather,
2012,12/25/12,9:28 AM,Texas,TX,South,TRE,"Severe Weather - Cold Front, High Winds",yes,severe weather,
2012,12/26/12,2:50 PM,North Carolina,NC,Southeast,SERC,Severe Weather - Thunderstorm,yes,severe weather,
2012,12/31/12,2:21 PM,North Carolina,NC,Southeast,SERC,Transmission Interruption,not attributed to weather ,,
2013,1/17/13,8:35 PM,North Carolina,NC,Southeast,SERC,Distribution Interruption,not attributed to weather ,,
2013,1/17/13,6:07 PM,"Virginia, West Virginia","VA, WV","Ohio Valley, Southeast",RFC,Severe Weather - Winter Storm,yes,winter weather,
2013,1/17/13,7:02 PM,Tennessee,TN,Ohio Valley,SERC,Severe Weather - Winter Storm,yes,winter weather,
2013,1/17/13,8:35 PM,North Carolina,NC,Southeast,SERC,Distribution Interruption,yes,severe weather,
2013,1/20/13,3:30 AM,Michigan,MI,Upper Midwest,RFC,Severe Weather - Wind Storm,yes,severe weather,
2013,1/31/13,3:05 AM,Virginia,VA,Southeast,SERC,Severe Weather - Wind Storm,yes,severe weather,
2013,1/31/13,6:30 AM,Connecticut,CT,Northeast,NPCC,Severe Weather - Wind Storm,yes,severe weather,
2013,2/8/13,8:00 PM,"Massachusetts, Rhode Island","MA, RI",Northeast,NPCC,Severe Weather - Winter Storm Nemo,yes,winter weather,Winter Storm Nemo
2013,2/8/13,8:55 PM,Massachusetts,MA,Northeast,NPCC,Severe Weather - Winter Storm Nemo,yes,winter weather,Winter Storm Nemo
2013,2/8/13,11:38 AM,"DC, Maryland","DC, MD",Northeast,RFC,Equipment Trip & Failure,yes,winter weather,
2013,2/13/13,5:39 PM,Massachusetts,MA,Northeast,NPCC,Fuel Supply Emergency - Petroleum,not attributed to weather ,,
2013,2/19/13,4:01 PM,California,CA,West,WECC,Electrical System Separation (Islanding),yes,winter weather,
2013,2/26/13,1:00 PM,Missouri,MO,Ohio Valley,SERC,Severe Weather - Winter Storm Nemo,yes,winter weather,Winter Storm Nemo
2013,3/3/13,6:39 AM,California,CA,West,WECC,Transmission System Interruption,not attributed to weather ,,
2013,3/6/13,8:22 AM,Virginia,VA,Southeast,SERC,Severe Weather - Winter Storm,yes,winter weather,
2013,3/18/13,5:21 AM,Puerto Rico,Puerto Rico,Puerto Rico,,Generator Trip; Load Shed,not attributed to weather ,,
2013,3/18/13,7:30 PM,"Alabama, Georgia","AL, GA",Southeast,SERC,Severe Weather - Thunderstorms,yes,severe weather,
2013,4/18/13,3:00 PM,Michigan,MI,Upper Midwest,RFC,Severe Weather - Storms and Wind,yes,severe weather,
2013,4/23/13,12:49 AM,California,CA,West,WECC,Electrical System Separation (Islanding),not attributed to weather ,,
2013,5/1/13,9:22 AM,Colorado,CO,SouthWest,WECC,Electrical System Separation (Islanding),yes,winter weather,
2013,5/20/13,3:00 PM,Oklahoma,OK,South,SPP,Severe Weather - Torn/ados,yes,severe weather,
2013,5/20/13,5:22 PM,Louisiana,LA,South,SERC,Generator Trip; Load Shed 100+ MW,yes,severe weather,
2013,5/22/13,10:51 AM,Puerto Rico,Puerto Rico,Puerto Rico,,System Wide Voltage Reduction,not attributed to weather ,,
2013,5/29/13,8:58 PM,New York,NY,Northeast,NPCC,Severe Weather - Thunderstorms,yes,severe weather,
2013,5/31/13,1:00 AM,Arkansas,AR,South,SPP,Severe Weather - Lightning,yes,severe weather,
2013,5/31/13,6:00 PM,Oklahoma,OK,South,SPP,Severe Weather - Torn/ados,yes,severe weather,
2013,5/31/13,7:07 PM,"Kansas, Oklahoma","KS, OK",South,MRO,Transmission System Interruption,yes,severe weather,
2013,5/31/13,7:30 PM,Missouri,MO,Ohio Valley,SERC,Severe Weather - Thunderstorms,yes,severe weather,
2013,6/13/13,1:17 PM,North Carolina,NC,Southeast,SERC,Severe Weather - Thunderstorms,yes,severe weather,
2013,6/13/13,3:20 PM,"Ohio, Virginia, West Virginia","OH, VA, WV","Ohio Valley, Southeast","RFC, SERC",Severe Weather - Thunderstorms,yes,severe weather,
2013,6/13/13,3:30 PM,"DC, Maryland","DC, MD",Northeast,RFC,Loss of 300+ MW Load; Severe Weather - Thunderstorms,yes,severe weather,
